number,state,value,datetime_start,datetime_complete,duration_seconds,params_json,user_attrs_json
0,COMPLETE,4.201319823798581,2026-08-23T13:46:57.453463,2026-08-23T13:48:19.865337,82.411874,"{""batch_size"": 64, ""cross_distill_weight"": 0.05, ""distill_weight"": 0.12370108840299013, ""ema_decay"": 0.9835274182990956, ""ema_decay_init"": 0.98, ""fusion_dropout"": 0.1, ""gnn_dropout"": 0.3, ""gnn_hidden"": 192, ""gnn_layers"": 2, ""head_lr"": 0.0022413234378101127, ""ih_assignment_mode"": ""sparse"", ""ih_diversity_weight"": 0.000137832374550072, ""ih_num_prototypes"": 12, ""ih_proj_dim"": 256, ""ih_rank"": 64, ""info_nce_temperature"": 0.1, ""pretrain_lr"": 1.7456037635797413e-05, ""weight_decay"": 1.1459852062471542e-05}","{""hparams"": {""batch_size"": 64, ""cross_distill_weight"": 0.05, ""distill_weight"": 0.12370108840299013, ""ema_decay"": 0.9835274182990956, ""ema_decay_init"": 0.98, ""gcn_pretrain_epochs"": 150, ""head_epochs"": 150, ""head_lr"": 0.0022413234378101127, ""lr"": 0.0022413234378101127, ""num_epochs"": 150, ""patience"": 10, ""pretrain_lr"": 1.7456037635797413e-05, ""weight_decay"": 1.1459852062471542e-05}, ""model_kwargs"": {""fusion_dropout"": 0.1, ""gnn_conv"": ""gcn"", ""gnn_dropout"": 0.3, ""gnn_hidden"": 192, ""gnn_layers"": 2, ""ih_assignment_mode"": ""sparse"", ""ih_block_proj"": true, ""ih_diversity_weight"": 0.000137832374550072, ""ih_num_prototypes"": 12, ""ih_proj_dim"": 256, ""ih_rank"": 64, ""ih_symmetric"": false, ""info_nce_temperature"": 0.1, ""use_fingerprint"": false}}"
1,COMPLETE,4.410816150190663,2026-08-23T13:48:19.908357,2026-08-23T13:50:25.181620,125.273263,"{""batch_size"": 64, ""cross_distill_weight"": 0.05, ""distill_weight"": 0.0018844731205676561, ""ema_decay"": 0.9659339827793105, ""ema_decay_init"": 0.98, ""fusion_dropout"": 0.3, ""gnn_dropout"": 0.1, ""gnn_hidden"": 384, ""gnn_layers"": 4, ""head_lr"": 0.0013740794394697655, ""ih_assignment_mode"": ""hard"", ""ih_diversity_weight"": 0.020597335357437203, ""ih_num_prototypes"": 4, ""ih_proj_dim"": 256, ""ih_rank"": 16, ""info_nce_temperature"": 0.2, ""pretrain_lr"": 5.89306076111462e-05, ""weight_decay"": 1.6634129977434815e-06}","{""hparams"": {""batch_size"": 64, ""cross_distill_weight"": 0.05, ""distill_weight"": 0.0018844731205676561, ""ema_decay"": 0.9659339827793105, ""ema_decay_init"": 0.98, ""gcn_pretrain_epochs"": 150, ""head_epochs"": 150, ""head_lr"": 0.0013740794394697655, ""lr"": 0.0013740794394697655, ""num_epochs"": 150, ""patience"": 10, ""pretrain_lr"": 5.89306076111462e-05, ""weight_decay"": 1.6634129977434815e-06}, ""model_kwargs"": {""fusion_dropout"": 0.3, ""gnn_conv"": ""gcn"", ""gnn_dropout"": 0.1, ""gnn_hidden"": 384, ""gnn_layers"": 4, ""ih_assignment_mode"": ""hard"", ""ih_block_proj"": true, ""ih_diversity_weight"": 0.020597335357437203, ""ih_num_prototypes"": 4, ""ih_proj_dim"": 256, ""ih_rank"": 16, ""ih_symmetric"": false, ""info_nce_temperature"": 0.2, ""use_fingerprint"": false}}"
2,COMPLETE,4.340959352047923,2026-08-23T13:50:25.214745,2026-08-23T13:51:30.779726,65.564981,"{""batch_size"": 128, ""cross_distill_weight"": 0.05, ""distill_weight"": 0.04146366737876131, ""ema_decay"": 0.9558734029993504, ""ema_decay_init"": 0.95, ""fusion_dropout"": 0.0, ""gnn_dropout"": 0.3, ""gnn_hidden"": 128, ""gnn_layers"": 2, ""head_lr"": 0.0013556076855136886, ""ih_assignment_mode"": ""soft"", ""ih_diversity_weight"": 0.0002138729075414894, ""ih_num_prototypes"": 8, ""ih_proj_dim"": 0, ""ih_rank"": 32, ""info_nce_temperature"": 0.5, ""pretrain_lr"": 3.549669983768087e-05, ""weight_decay"": 2.8274092273647294e-05}","{""hparams"": {""batch_size"": 128, ""cross_distill_weight"": 0.05, ""distill_weight"": 0.04146366737876131, ""ema_decay"": 0.9558734029993504, ""ema_decay_init"": 0.95, ""gcn_pretrain_epochs"": 150, ""head_epochs"": 150, ""head_lr"": 0.0013556076855136886, ""lr"": 0.0013556076855136886, ""num_epochs"": 150, ""patience"": 10, ""pretrain_lr"": 3.549669983768087e-05, ""weight_decay"": 2.8274092273647294e-05}, ""model_kwargs"": {""fusion_dropout"": 0.0, ""gnn_conv"": ""gcn"", ""gnn_dropout"": 0.3, ""gnn_hidden"": 128, ""gnn_layers"": 2, ""ih_assignment_mode"": ""soft"", ""ih_block_proj"": true, ""ih_diversity_weight"": 0.0002138729075414894, ""ih_num_prototypes"": 8, ""ih_proj_dim"": 0, ""ih_rank"": 32, ""ih_symmetric"": false, ""info_nce_temperature"": 0.5, ""use_fingerprint"": false}}"
3,COMPLETE,3.7597700959543534,2026-08-23T13:51:30.813149,2026-08-23T13:52:40.196416,69.383267,"{""batch_size"": 128, ""cross_distill_weight"": 0.05, ""distill_weight"": 0.0039222152370481465, ""ema_decay"": 0.9567385262631536, ""ema_decay_init"": 0.98, ""fusion_dropout"": 0.3, ""gnn_dropout"": 0.5, ""gnn_hidden"": 192, ""gnn_layers"": 2, ""head_lr"": 0.00039643430816069464, ""ih_assignment_mode"": ""sparse"", ""ih_diversity_weight"": 0.010781845035122271, ""ih_num_prototypes"": 8, ""ih_proj_dim"": 0, ""ih_rank"": 32, ""info_nce_temperature"": 0.2, ""pretrain_lr"": 0.0020911913076641546, ""weight_decay"": 2.211697324503763e-05}","{""hparams"": {""batch_size"": 128, ""cross_distill_weight"": 0.05, ""distill_weight"": 0.0039222152370481465, ""ema_decay"": 0.9567385262631536, ""ema_decay_init"": 0.98, ""gcn_pretrain_epochs"": 150, ""head_epochs"": 150, ""head_lr"": 0.00039643430816069464, ""lr"": 0.00039643430816069464, ""num_epochs"": 150, ""patience"": 10, ""pretrain_lr"": 0.0020911913076641546, ""weight_decay"": 2.211697324503763e-05}, ""model_kwargs"": {""fusion_dropout"": 0.3, ""gnn_conv"": ""gcn"", ""gnn_dropout"": 0.5, ""gnn_hidden"": 192, ""gnn_layers"": 2, ""ih_assignment_mode"": ""sparse"", ""ih_block_proj"": true, ""ih_diversity_weight"": 0.010781845035122271, ""ih_num_prototypes"": 8, ""ih_proj_dim"": 0, ""ih_rank"": 32, ""ih_symmetric"": false, ""info_nce_temperature"": 0.2, ""use_fingerprint"": false}}"
4,COMPLETE,3.8387334710104324,2026-08-23T13:52:40.237895,2026-08-23T13:54:13.710646,93.472751,"{""batch_size"": 128, ""cross_distill_weight"": 0.02, ""distill_weight"": 0.014341118625275708, ""ema_decay"": 0.9976775171828698, ""ema_decay_init"": 0.95, ""fusion_dropout"": 0.0, ""gnn_dropout"": 0.5, ""gnn_hidden"": 384, ""gnn_layers"": 4, ""head_lr"": 0.00025572272317594177, ""ih_assignment_mode"": ""hard"", ""ih_diversity_weight"": 0.01735698209081424, ""ih_num_prototypes"": 6, ""ih_proj_dim"": 128, ""ih_rank"": 16, ""info_nce_temperature"": 0.2, ""pretrain_lr"": 4.021535729341343e-05, ""weight_decay"": 8.358739477050628e-06}","{""hparams"": {""batch_size"": 128, ""cross_distill_weight"": 0.02, ""distill_weight"": 0.014341118625275708, ""ema_decay"": 0.9976775171828698, ""ema_decay_init"": 0.95, ""gcn_pretrain_epochs"": 150, ""head_epochs"": 150, ""head_lr"": 0.00025572272317594177, ""lr"": 0.00025572272317594177, ""num_epochs"": 150, ""patience"": 10, ""pretrain_lr"": 4.021535729341343e-05, ""weight_decay"": 8.358739477050628e-06}, ""model_kwargs"": {""fusion_dropout"": 0.0, ""gnn_conv"": ""gcn"", ""gnn_dropout"": 0.5, ""gnn_hidden"": 384, ""gnn_layers"": 4, ""ih_assignment_mode"": ""hard"", ""ih_block_proj"": true, ""ih_diversity_weight"": 0.01735698209081424, ""ih_num_prototypes"": 6, ""ih_proj_dim"": 128, ""ih_rank"": 16, ""ih_symmetric"": false, ""info_nce_temperature"": 0.2, ""use_fingerprint"": false}}"
5,PRUNED,4.817789049431296,2026-08-23T13:54:13.736269,2026-08-23T13:55:17.459062,63.722793,"{""batch_size"": 128, ""cross_distill_weight"": 0.05, ""distill_weight"": 0.04123318100884304, ""ema_decay"": 0.994748787075267, ""ema_decay_init"": 0.98, ""fusion_dropout"": 0.2, ""gnn_dropout"": 0.2, ""gnn_hidden"": 128, ""gnn_layers"": 2, ""head_lr"": 7.771469941298163e-05, ""ih_assignment_mode"": ""hard"", ""ih_diversity_weight"": 0.04286661750367163, ""ih_num_prototypes"": 3, ""ih_proj_dim"": 256, ""ih_rank"": 64, ""info_nce_temperature"": 0.1, ""pretrain_lr"": 0.0014055401945355056, ""weight_decay"": 0.0006559375651106448}","{""hparams"": {""batch_size"": 128, ""cross_distill_weight"": 0.05, ""distill_weight"": 0.04123318100884304, ""ema_decay"": 0.994748787075267, ""ema_decay_init"": 0.98, ""gcn_pretrain_epochs"": 150, ""head_epochs"": 150, ""head_lr"": 7.771469941298163e-05, ""lr"": 7.771469941298163e-05, ""num_epochs"": 150, ""patience"": 10, ""pretrain_lr"": 0.0014055401945355056, ""weight_decay"": 0.0006559375651106448}, ""model_kwargs"": {""fusion_dropout"": 0.2, ""gnn_conv"": ""gcn"", ""gnn_dropout"": 0.2, ""gnn_hidden"": 128, ""gnn_layers"": 2, ""ih_assignment_mode"": ""hard"", ""ih_block_proj"": true, ""ih_diversity_weight"": 0.04286661750367163, ""ih_num_prototypes"": 3, ""ih_proj_dim"": 256, ""ih_rank"": 64, ""ih_symmetric"": false, ""info_nce_temperature"": 0.1, ""use_fingerprint"": false}}"
6,COMPLETE,4.0888708066800135,2026-08-23T13:55:17.779323,2026-08-23T13:57:14.012680,116.233357,"{""batch_size"": 64, ""cross_distill_weight"": 0.05, ""distill_weight"": 0.04987959735228863, ""ema_decay"": 0.9769121065705999, ""ema_decay_init"": 0.99, ""fusion_dropout"": 0.0, ""gnn_dropout"": 0.3, ""gnn_hidden"": 256, ""gnn_layers"": 3, ""head_lr"": 0.0005296786874055661, ""ih_assignment_mode"": ""hard"", ""ih_diversity_weight"": 0.00017193692051833056, ""ih_num_prototypes"": 6, ""ih_proj_dim"": 256, ""ih_rank"": 32, ""info_nce_temperature"": 0.2, ""pretrain_lr"": 4.1675613515342814e-05, ""weight_decay"": 3.4990533651792354e-06}","{""hparams"": {""batch_size"": 64, ""cross_distill_weight"": 0.05, ""distill_weight"": 0.04987959735228863, ""ema_decay"": 0.9769121065705999, ""ema_decay_init"": 0.99, ""gcn_pretrain_epochs"": 150, ""head_epochs"": 150, ""head_lr"": 0.0005296786874055661, ""lr"": 0.0005296786874055661, ""num_epochs"": 150, ""patience"": 10, ""pretrain_lr"": 4.1675613515342814e-05, ""weight_decay"": 3.4990533651792354e-06}, ""model_kwargs"": {""fusion_dropout"": 0.0, ""gnn_conv"": ""gcn"", ""gnn_dropout"": 0.3, ""gnn_hidden"": 256, ""gnn_layers"": 3, ""ih_assignment_mode"": ""hard"", ""ih_block_proj"": true, ""ih_diversity_weight"": 0.00017193692051833056, ""ih_num_prototypes"": 6, ""ih_proj_dim"": 256, ""ih_rank"": 32, ""ih_symmetric"": false, ""info_nce_temperature"": 0.2, ""use_fingerprint"": false}}"
7,COMPLETE,3.879220020200324,2026-08-23T13:57:14.040308,2026-08-23T13:58:22.641499,68.601191,"{""batch_size"": 128, ""cross_distill_weight"": 0.02, ""distill_weight"": 0.0016493623837247058, ""ema_decay"": 0.9943621814558471, ""ema_decay_init"": 0.9, ""fusion_dropout"": 0.1, ""gnn_dropout"": 0.3, ""gnn_hidden"": 256, ""gnn_layers"": 2, ""head_lr"": 0.00013650481636667998, ""ih_assignment_mode"": ""hard"", ""ih_diversity_weight"": 0.06617450849063193, ""ih_num_prototypes"": 4, ""ih_proj_dim"": 256, ""ih_rank"": 64, ""info_nce_temperature"": 0.5, ""pretrain_lr"": 0.002404282943608316, ""weight_decay"": 2.2005218660574487e-05}","{""hparams"": {""batch_size"": 128, ""cross_distill_weight"": 0.02, ""distill_weight"": 0.0016493623837247058, ""ema_decay"": 0.9943621814558471, ""ema_decay_init"": 0.9, ""gcn_pretrain_epochs"": 150, ""head_epochs"": 150, ""head_lr"": 0.00013650481636667998, ""lr"": 0.00013650481636667998, ""num_epochs"": 150, ""patience"": 10, ""pretrain_lr"": 0.002404282943608316, ""weight_decay"": 2.2005218660574487e-05}, ""model_kwargs"": {""fusion_dropout"": 0.1, ""gnn_conv"": ""gcn"", ""gnn_dropout"": 0.3, ""gnn_hidden"": 256, ""gnn_layers"": 2, ""ih_assignment_mode"": ""hard"", ""ih_block_proj"": true, ""ih_diversity_weight"": 0.06617450849063193, ""ih_num_prototypes"": 4, ""ih_proj_dim"": 256, ""ih_rank"": 64, ""ih_symmetric"": false, ""info_nce_temperature"": 0.5, ""use_fingerprint"": false}}"
8,COMPLETE,4.877009690283974,2026-08-23T13:58:22.674376,2026-08-23T13:59:32.593890,69.919514,"{""batch_size"": 128, ""cross_distill_weight"": 0.02, ""distill_weight"": 0.053856280992241094, ""ema_decay"": 0.9809600233963202, ""ema_decay_init"": 0.99, ""fusion_dropout"": 0.4, ""gnn_dropout"": 0.3, ""gnn_hidden"": 128, ""gnn_layers"": 2, ""head_lr"": 1.683170718737057e-05, ""ih_assignment_mode"": ""soft"", ""ih_diversity_weight"": 0.048592549471642474, ""ih_num_prototypes"": 12, ""ih_proj_dim"": 128, ""ih_rank"": 64, ""info_nce_temperature"": 0.5, ""pretrain_lr"": 0.0002633147460220927, ""weight_decay"": 0.0020201160329851643}","{""hparams"": {""batch_size"": 128, ""cross_distill_weight"": 0.02, ""distill_weight"": 0.053856280992241094, ""ema_decay"": 0.9809600233963202, ""ema_decay_init"": 0.99, ""gcn_pretrain_epochs"": 150, ""head_epochs"": 150, ""head_lr"": 1.683170718737057e-05, ""lr"": 1.683170718737057e-05, ""num_epochs"": 150, ""patience"": 10, ""pretrain_lr"": 0.0002633147460220927, ""weight_decay"": 0.0020201160329851643}, ""model_kwargs"": {""fusion_dropout"": 0.4, ""gnn_conv"": ""gcn"", ""gnn_dropout"": 0.3, ""gnn_hidden"": 128, ""gnn_layers"": 2, ""ih_assignment_mode"": ""soft"", ""ih_block_proj"": true, ""ih_diversity_weight"": 0.048592549471642474, ""ih_num_prototypes"": 12, ""ih_proj_dim"": 128, ""ih_rank"": 64, ""ih_symmetric"": false, ""info_nce_temperature"": 0.5, ""use_fingerprint"": false}}"
9,PRUNED,5.683719018503035,2026-08-23T13:59:32.625667,2026-08-23T14:01:38.045439,125.419772,"{""batch_size"": 64, ""cross_distill_weight"": 0.1, ""distill_weight"": 0.004543934690288945, ""ema_decay"": 0.9818113048036871, ""ema_decay_init"": 0.98, ""fusion_dropout"": 0.4, ""gnn_dropout"": 0.4, ""gnn_hidden"": 256, ""gnn_layers"": 4, ""head_lr"": 1.066901571366256e-05, ""ih_assignment_mode"": ""soft"", ""ih_diversity_weight"": 0.0018735531924000176, ""ih_num_prototypes"": 6, ""ih_proj_dim"": 0, ""ih_rank"": 16, ""info_nce_temperature"": 0.1, ""pretrain_lr"": 1.9549099806607568e-05, ""weight_decay"": 2.589073038001961e-06}","{""hparams"": {""batch_size"": 64, ""cross_distill_weight"": 0.1, ""distill_weight"": 0.004543934690288945, ""ema_decay"": 0.9818113048036871, ""ema_decay_init"": 0.98, ""gcn_pretrain_epochs"": 150, ""head_epochs"": 150, ""head_lr"": 1.066901571366256e-05, ""lr"": 1.066901571366256e-05, ""num_epochs"": 150, ""patience"": 10, ""pretrain_lr"": 1.9549099806607568e-05, ""weight_decay"": 2.589073038001961e-06}, ""model_kwargs"": {""fusion_dropout"": 0.4, ""gnn_conv"": ""gcn"", ""gnn_dropout"": 0.4, ""gnn_hidden"": 256, ""gnn_layers"": 4, ""ih_assignment_mode"": ""soft"", ""ih_block_proj"": true, ""ih_diversity_weight"": 0.0018735531924000176, ""ih_num_prototypes"": 6, ""ih_proj_dim"": 0, ""ih_rank"": 16, ""ih_symmetric"": false, ""info_nce_temperature"": 0.1, ""use_fingerprint"": false}}"
