split_protocol,ablation,dataset,task_type,metric_name,n_seeds,seeds,mean_test_metric,std_test_metric,mean_best_val_metric,per_seed_metrics,config_source,gnn_conv,zero_phys_branch,distill_weight,cross_distill_weight,ih_rank,ih_num_prototypes,use_fingerprint,fp_stage,ih_block_proj,mean_test_mae,mean_test_r2
scaffold,gcn_no_infonce_codebook,freesolv,regression,rmse,5,"[0, 1, 2, 3, 42]",2.2656,0.1943,3.487,"[2.3145, 2.3101, 2.5427, 2.104, 2.0566]",optuna_tuned:best_config.json(full_model_sibling),gcn,False,0.0010271807131052074,0.0,0,0,True,head,True,1.7597,0.6094
scaffold,gcn_no_infonce_codebook,lipo,regression,rmse,5,"[0, 1, 2, 3, 42]",0.7098,0.0104,0.7368,"[0.7066, 0.724, 0.7115, 0.6951, 0.7118]",optuna_tuned:best_config.json(full_model_sibling),gcn,False,0.0010271807131052074,0.0,0,0,True,head,True,0.5442,0.5865
scaffold,gcn_no_infonce_codebook,malaria,regression,rmse,5,"[0, 1, 2, 3, 42]",1.9591,0.0119,0.6711,"[1.9734, 1.9544, 1.9419, 1.9661, 1.9595]",optuna_tuned:best_config.json(full_model_sibling),gcn,False,0.0036055908285175485,0.0,0,0,True,head,True,1.6776,-3.0402
scaffold,gcn_no_infonce_codebook_fp,cep,regression,rmse,5,"[0, 1, 2, 3, 42]",1.3239,0.0358,1.3895,"[1.3092, 1.297, 1.355, 1.3688, 1.2892]",optuna_tuned:best_config.json(full_model_sibling),gcn,False,0.009005588897543012,0.0,0,0,False,head,True,0.8208,0.7304
scaffold,gcn_no_infonce_codebook_fp,esol,regression,rmse,5,"[0, 1, 2, 3, 42]",0.9361,0.0311,0.9166,"[0.9286, 0.971, 0.9399, 0.8881, 0.9526]",optuna_tuned:best_config.json(full_model_sibling),gcn,False,0.08387167822214522,0.0,0,0,False,head,True,0.7002,0.8048
scaffold,gcn_no_infonce_codebook_fp,freesolv,regression,rmse,5,"[0, 1, 2, 3, 42]",2.7644,0.2062,4.1108,"[2.511, 2.9235, 2.8151, 2.9824, 2.5901]",optuna_tuned:best_config.json(full_model_sibling),gcn,False,0.0010271807131052074,0.0,0,0,False,head,True,2.1103,0.4192
scaffold,gcn_no_infonce_codebook_fp,lipo,regression,rmse,5,"[0, 1, 2, 3, 42]",0.8826,0.0086,0.8898,"[0.8931, 0.8882, 0.8754, 0.8839, 0.8725]",optuna_tuned:best_config.json(full_model_sibling),gcn,False,0.0010271807131052074,0.0,0,0,False,head,True,0.6812,0.3607
scaffold,gcn_no_infonce_codebook_fp,malaria,regression,rmse,5,"[0, 1, 2, 3, 42]",2.0096,0.0101,0.6959,"[2.0265, 2.0019, 2.0026, 2.0065, 2.0104]",optuna_tuned:best_config.json(full_model_sibling),gcn,False,0.0036055908285175485,0.0,0,0,False,head,True,1.7305,-3.2513
scaffold,gcn_no_infonce_fp,cep,regression,rmse,5,"[0, 1, 2, 3, 42]",1.3125,0.0364,1.3629,"[1.3335, 1.3094, 1.2766, 1.3628, 1.2802]",optuna_tuned:best_config.json(full_model_sibling),gcn,False,0.009005588897543012,0.0,64,4,False,head,True,0.8041,0.735
scaffold,gcn_no_infonce_fp,esol,regression,rmse,5,"[0, 1, 2, 3, 42]",0.9165,0.0275,0.9287,"[0.9512, 0.9092, 0.8781, 0.9111, 0.9326]",optuna_tuned:best_config.json(full_model_sibling),gcn,False,0.08387167822214522,0.0,16,8,False,head,True,0.6963,0.8129
scaffold,gcn_no_infonce_fp,freesolv,regression,rmse,5,"[0, 1, 2, 3, 42]",2.6166,0.1702,4.2864,"[2.75, 2.5561, 2.6607, 2.7648, 2.3512]",optuna_tuned:best_config.json(full_model_sibling),gcn,False,0.0010271807131052074,0.0,64,6,False,head,True,1.9459,0.4803
scaffold,gcn_no_infonce_fp,lipo,regression,rmse,5,"[0, 1, 2, 3, 42]",0.8827,0.0236,0.9146,"[0.9135, 0.8907, 0.8543, 0.864, 0.8909]",optuna_tuned:best_config.json(full_model_sibling),gcn,False,0.0010271807131052074,0.0,64,6,False,head,True,0.6904,0.3603
scaffold,gcn_no_infonce_fp,malaria,regression,rmse,5,"[0, 1, 2, 3, 42]",1.9605,0.0123,0.6769,"[1.9549, 1.9714, 1.9591, 1.9735, 1.9438]",optuna_tuned:best_config.json(full_model_sibling),gcn,False,0.0036055908285175485,0.0,16,3,False,head,True,1.68,-3.0463
scaffold,gine_full_model,cep,regression,rmse,5,"[0, 1, 2, 3, 42]",1.1944,0.023,1.2075,"[1.2254, 1.1787, 1.1683, 1.1905, 1.2092]",optuna_tuned:best_config.json,gine,False,0.08387167822214522,0.02,16,8,True,head,True,0.6278,0.7806
scaffold,gine_full_model,esol,regression,rmse,5,"[0, 1, 2, 3, 42]",0.8943,0.0078,0.861,"[0.8913, 0.8881, 0.8975, 0.8883, 0.9064]",optuna_tuned:best_config.json,gine,False,0.08387167822214522,0.02,16,8,True,head,True,0.6804,0.822
scaffold,gine_full_model,freesolv,regression,rmse,5,"[0, 1, 2, 3, 42]",2.643,0.2507,2.6943,"[2.644, 2.3665, 2.7922, 2.9751, 2.4371]",optuna_tuned:best_config.json,gine,False,0.1123432633313849,0.05,64,4,True,head,True,1.7736,0.4677
scaffold,gine_full_model,lipo,regression,rmse,5,"[0, 1, 2, 3, 42]",0.7331,0.0199,0.7431,"[0.7279, 0.7333, 0.705, 0.7391, 0.7602]",optuna_tuned:best_config.json,gine,False,0.0010271807131052074,0.1,64,6,True,head,True,0.5613,0.5588
