split_protocol,ablation,dataset,task_type,metric_name,n_seeds,seeds,mean_test_metric,std_test_metric,mean_best_val_metric,per_seed_metrics,config_source,gnn_conv,zero_phys_branch,distill_weight,cross_distill_weight,ih_rank,ih_num_prototypes,use_fingerprint,fp_stage,ih_block_proj,mean_test_mae,mean_test_r2
scaffold,gcn_no_3d,hiv,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.7754,0.0193,0.8122,"[0.7839, 0.7827, 0.766, 0.7973, 0.7473]",optuna_tuned:best_config.json(full_model_sibling),gcn,True,0.0010271807131052074,0.1,64,6,True,head,True,,
scaffold,gcn_no_3d,sider,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.6053,0.0131,0.6111,"[0.5975, 0.6013, 0.5988, 0.6286, 0.6004]",optuna_tuned:best_config.json(full_model_sibling),gcn,True,0.08387167822214522,0.02,16,8,True,head,True,,
scaffold,gcn_no_3d,tox21,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.7524,0.0073,0.7631,"[0.7529, 0.7433, 0.7504, 0.7636, 0.7518]",optuna_tuned:best_config.json(full_model_sibling),gcn,True,0.0035920163182908416,0.02,16,8,True,head,True,,
scaffold,gcn_no_3d,toxcast,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.6136,0.0063,0.6527,"[0.6192, 0.6092, 0.607, 0.6213, 0.6113]",optuna_tuned:best_config.json(full_model_sibling),gcn,True,0.18973332010466612,0.1,32,6,True,head,True,,
scaffold,gcn_no_3d_codebook,bace,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.8226,0.0119,0.7374,"[0.8301, 0.8082, 0.8128, 0.837, 0.8247]",optuna_tuned:best_config.json(full_model_sibling),gcn,True,0.0012722530021612413,0.05,0,0,True,head,True,,
scaffold,gcn_no_3d_codebook,bbbp,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.6868,0.0064,0.9271,"[0.6927, 0.6874, 0.6799, 0.6933, 0.6805]",optuna_tuned:best_config.json(full_model_sibling),gcn,True,0.0036055908285175485,0.05,0,0,True,head,True,,
scaffold,gcn_no_3d_codebook,clintox,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.8495,0.0082,0.9546,"[0.8423, 0.8542, 0.841, 0.8604, 0.8497]",optuna_tuned:best_config.json(full_model_sibling),gcn,True,0.08387167822214522,0.02,0,0,True,head,True,,
scaffold,gcn_no_3d_codebook,hiv,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.7887,0.0054,0.8407,"[0.7935, 0.7868, 0.7888, 0.7937, 0.7806]",optuna_tuned:best_config.json(full_model_sibling),gcn,True,0.0010271807131052074,0.1,0,0,True,head,True,,
scaffold,gcn_no_3d_codebook,sider,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.6142,0.0172,0.6109,"[0.6265, 0.6014, 0.6305, 0.6219, 0.591]",optuna_tuned:best_config.json(full_model_sibling),gcn,True,0.08387167822214522,0.02,0,0,True,head,True,,
scaffold,gcn_no_3d_codebook,tox21,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.7525,0.0026,0.7767,"[0.7482, 0.753, 0.752, 0.754, 0.755]",optuna_tuned:best_config.json(full_model_sibling),gcn,True,0.0035920163182908416,0.02,0,0,True,head,True,,
scaffold,gcn_no_3d_codebook,toxcast,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.6538,0.0078,0.6811,"[0.6629, 0.6525, 0.6418, 0.654, 0.6576]",optuna_tuned:best_config.json(full_model_sibling),gcn,True,0.18973332010466612,0.1,0,0,True,head,True,,
scaffold,gcn_no_3d_codebook_fp,bace,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.782,0.0089,0.6543,"[0.7871, 0.7902, 0.7674, 0.785, 0.7801]",optuna_tuned:best_config.json(full_model_sibling),gcn,True,0.0012722530021612413,0.05,0,0,False,head,True,,
scaffold,gcn_no_3d_codebook_fp,bbbp,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.6215,0.0058,0.8964,"[0.6261, 0.6115, 0.6252, 0.622, 0.6225]",optuna_tuned:best_config.json(full_model_sibling),gcn,True,0.0036055908285175485,0.05,0,0,False,head,True,,
scaffold,gcn_no_3d_codebook_fp,clintox,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.8269,0.0124,0.9469,"[0.8401, 0.8247, 0.8091, 0.8371, 0.8234]",optuna_tuned:best_config.json(full_model_sibling),gcn,True,0.08387167822214522,0.02,0,0,False,head,True,,
scaffold,gcn_no_3d_codebook_fp,hiv,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.7306,0.0159,0.7515,"[0.7379, 0.7211, 0.7504, 0.7344, 0.7092]",optuna_tuned:best_config.json(full_model_sibling),gcn,True,0.0010271807131052074,0.1,0,0,False,head,True,,
scaffold,gcn_no_3d_codebook_fp,sider,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.62,0.0036,0.5512,"[0.6191, 0.624, 0.6222, 0.6201, 0.6145]",optuna_tuned:best_config.json(full_model_sibling),gcn,True,0.08387167822214522,0.02,0,0,False,head,True,,
scaffold,gcn_no_3d_codebook_fp,tox21,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.7322,0.0051,0.7613,"[0.7282, 0.7326, 0.7342, 0.7264, 0.7393]",optuna_tuned:best_config.json(full_model_sibling),gcn,True,0.0035920163182908416,0.02,0,0,False,head,True,,
scaffold,gcn_no_3d_codebook_fp,toxcast,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.6035,0.0029,0.611,"[0.6061, 0.6063, 0.6031, 0.5994, 0.6023]",optuna_tuned:best_config.json(full_model_sibling),gcn,True,0.18973332010466612,0.1,0,0,False,head,True,,
scaffold,gcn_no_3d_fp,bace,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.7951,0.0132,0.6686,"[0.8022, 0.7788, 0.7911, 0.8134, 0.7899]",optuna_tuned:best_config.json(full_model_sibling),gcn,True,0.0012722530021612413,0.05,16,8,False,head,True,,
scaffold,gcn_no_3d_fp,bbbp,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.6282,0.0048,0.879,"[0.6244, 0.6305, 0.6339, 0.6301, 0.6221]",optuna_tuned:best_config.json(full_model_sibling),gcn,True,0.0036055908285175485,0.05,16,3,False,head,True,,
scaffold,gcn_no_3d_fp,clintox,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.8543,0.0098,0.9606,"[0.8531, 0.8404, 0.8571, 0.8533, 0.8677]",optuna_tuned:best_config.json(full_model_sibling),gcn,True,0.08387167822214522,0.02,16,8,False,head,True,,
scaffold,gcn_no_3d_fp,hiv,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.748,0.0196,0.7716,"[0.7266, 0.7488, 0.7582, 0.7746, 0.7318]",optuna_tuned:best_config.json(full_model_sibling),gcn,True,0.0010271807131052074,0.1,64,6,False,head,True,,
scaffold,gcn_no_3d_fp,sider,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.6347,0.0083,0.5753,"[0.639, 0.6334, 0.6303, 0.6244, 0.6462]",optuna_tuned:best_config.json(full_model_sibling),gcn,True,0.08387167822214522,0.02,16,8,False,head,True,,
scaffold,gcn_no_3d_fp,tox21,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.7285,0.0089,0.7443,"[0.741, 0.7233, 0.7316, 0.7174, 0.7293]",optuna_tuned:best_config.json(full_model_sibling),gcn,True,0.0035920163182908416,0.02,16,8,False,head,True,,
scaffold,gcn_no_3d_fp,toxcast,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.5875,0.0043,0.6086,"[0.588, 0.5924, 0.5874, 0.5889, 0.5807]",optuna_tuned:best_config.json(full_model_sibling),gcn,True,0.18973332010466612,0.1,32,6,False,head,True,,
scaffold,gcn_no_3d_infonce,bace,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.8247,0.0129,0.7489,"[0.844, 0.8127, 0.8188, 0.8317, 0.8165]",optuna_tuned:best_config.json(full_model_sibling),gcn,True,0.0012722530021612413,0.0,16,8,True,head,True,,
scaffold,gcn_no_3d_infonce,bbbp,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.7053,0.0136,0.9514,"[0.722, 0.7172, 0.6956, 0.691, 0.7006]",optuna_tuned:best_config.json(full_model_sibling),gcn,True,0.0036055908285175485,0.0,16,3,True,head,True,,
scaffold,gcn_no_3d_infonce,clintox,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.8479,0.0198,0.9601,"[0.8603, 0.8463, 0.8148, 0.8529, 0.8649]",optuna_tuned:best_config.json(full_model_sibling),gcn,True,0.08387167822214522,0.0,16,8,True,head,True,,
scaffold,gcn_no_3d_infonce,hiv,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.7663,0.0326,0.7949,"[0.7214, 0.7673, 0.7822, 0.8086, 0.7521]",optuna_tuned:best_config.json(full_model_sibling),gcn,True,0.0010271807131052074,0.0,64,6,True,head,True,,
scaffold,gcn_no_3d_infonce,sider,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.619,0.0119,0.6083,"[0.6104, 0.626, 0.609, 0.6366, 0.6129]",optuna_tuned:best_config.json(full_model_sibling),gcn,True,0.08387167822214522,0.0,16,8,True,head,True,,
scaffold,gcn_no_3d_infonce,tox21,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.7494,0.0056,0.7593,"[0.7575, 0.7485, 0.7517, 0.7467, 0.7426]",optuna_tuned:best_config.json(full_model_sibling),gcn,True,0.0035920163182908416,0.0,16,8,True,head,True,,
scaffold,gcn_no_3d_infonce,toxcast,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.6146,0.0061,0.6539,"[0.6201, 0.6109, 0.6073, 0.6215, 0.6133]",optuna_tuned:best_config.json(full_model_sibling),gcn,True,0.18973332010466612,0.0,32,6,True,head,True,,
scaffold,gcn_no_3d_infonce_codebook,bace,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.8193,0.0099,0.7389,"[0.821, 0.8025, 0.8203, 0.8285, 0.8241]",optuna_tuned:best_config.json(full_model_sibling),gcn,True,0.0012722530021612413,0.0,0,0,True,head,True,,
scaffold,gcn_no_3d_infonce_codebook,bbbp,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.679,0.0114,0.9235,"[0.673, 0.6948, 0.6827, 0.6641, 0.6801]",optuna_tuned:best_config.json(full_model_sibling),gcn,True,0.0036055908285175485,0.0,0,0,True,head,True,,
scaffold,gcn_no_3d_infonce_codebook,clintox,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.8529,0.0103,0.9574,"[0.8662, 0.8554, 0.8416, 0.8578, 0.8436]",optuna_tuned:best_config.json(full_model_sibling),gcn,True,0.08387167822214522,0.0,0,0,True,head,True,,
scaffold,gcn_no_3d_infonce_codebook,hiv,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.7723,0.006,0.8361,"[0.7782, 0.7644, 0.7784, 0.7695, 0.7708]",optuna_tuned:best_config.json(full_model_sibling),gcn,True,0.0010271807131052074,0.0,0,0,True,head,True,,
scaffold,gcn_no_3d_infonce_codebook,sider,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.6244,0.0149,0.6125,"[0.6282, 0.6397, 0.6337, 0.6187, 0.6015]",optuna_tuned:best_config.json(full_model_sibling),gcn,True,0.08387167822214522,0.0,0,0,True,head,True,,
scaffold,gcn_no_3d_infonce_codebook,tox21,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.7563,0.0072,0.7805,"[0.7678, 0.7522, 0.7539, 0.7582, 0.7492]",optuna_tuned:best_config.json(full_model_sibling),gcn,True,0.0035920163182908416,0.0,0,0,True,head,True,,
scaffold,gcn_no_3d_infonce_codebook,toxcast,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.6538,0.0076,0.6825,"[0.6627, 0.6573, 0.6471, 0.6573, 0.6446]",optuna_tuned:best_config.json(full_model_sibling),gcn,True,0.18973332010466612,0.0,0,0,True,head,True,,
scaffold,gcn_no_3d_infonce_codebook_fp,bace,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.7817,0.0103,0.65,"[0.7913, 0.7878, 0.7683, 0.7881, 0.7731]",optuna_tuned:best_config.json(full_model_sibling),gcn,True,0.0012722530021612413,0.0,0,0,False,head,True,,
scaffold,gcn_no_3d_infonce_codebook_fp,bbbp,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.6182,0.0072,0.8942,"[0.6245, 0.6096, 0.623, 0.6113, 0.6228]",optuna_tuned:best_config.json(full_model_sibling),gcn,True,0.0036055908285175485,0.0,0,0,False,head,True,,
scaffold,gcn_no_3d_infonce_codebook_fp,clintox,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.8309,0.0123,0.9485,"[0.8512, 0.8325, 0.8243, 0.8192, 0.8272]",optuna_tuned:best_config.json(full_model_sibling),gcn,True,0.08387167822214522,0.0,0,0,False,head,True,,
scaffold,gcn_no_3d_infonce_codebook_fp,hiv,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.7342,0.0119,0.7752,"[0.7281, 0.7211, 0.7473, 0.7463, 0.7281]",optuna_tuned:best_config.json(full_model_sibling),gcn,True,0.0010271807131052074,0.0,0,0,False,head,True,,
scaffold,gcn_no_3d_infonce_codebook_fp,sider,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.6202,0.0035,0.552,"[0.6205, 0.6251, 0.6199, 0.6201, 0.6153]",optuna_tuned:best_config.json(full_model_sibling),gcn,True,0.08387167822214522,0.0,0,0,False,head,True,,
scaffold,gcn_no_3d_infonce_codebook_fp,tox21,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.7337,0.005,0.7606,"[0.7296, 0.7354, 0.7371, 0.7273, 0.739]",optuna_tuned:best_config.json(full_model_sibling),gcn,True,0.0035920163182908416,0.0,0,0,False,head,True,,
scaffold,gcn_no_3d_infonce_codebook_fp,toxcast,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.6039,0.0033,0.612,"[0.6064, 0.6025, 0.607, 0.6047, 0.5989]",optuna_tuned:best_config.json(full_model_sibling),gcn,True,0.18973332010466612,0.0,0,0,False,head,True,,
scaffold,gcn_no_3d_infonce_fp,bace,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.7907,0.0157,0.6693,"[0.8047, 0.7667, 0.7882, 0.8049, 0.7889]",optuna_tuned:best_config.json(full_model_sibling),gcn,True,0.0012722530021612413,0.0,16,8,False,head,True,,
scaffold,gcn_no_3d_infonce_fp,bbbp,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.6269,0.0045,0.8781,"[0.6261, 0.6296, 0.6332, 0.6217, 0.6241]",optuna_tuned:best_config.json(full_model_sibling),gcn,True,0.0036055908285175485,0.0,16,3,False,head,True,,
scaffold,gcn_no_3d_infonce_fp,clintox,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.8546,0.0087,0.9607,"[0.8564, 0.8418, 0.8553, 0.8535, 0.8662]",optuna_tuned:best_config.json(full_model_sibling),gcn,True,0.08387167822214522,0.0,16,8,False,head,True,,
scaffold,gcn_no_3d_infonce_fp,hiv,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.7521,0.0184,0.7733,"[0.7445, 0.7584, 0.7725, 0.7608, 0.7245]",optuna_tuned:best_config.json(full_model_sibling),gcn,True,0.0010271807131052074,0.0,64,6,False,head,True,,
scaffold,gcn_no_3d_infonce_fp,sider,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.6321,0.0082,0.5731,"[0.6331, 0.6342, 0.6254, 0.6235, 0.6442]",optuna_tuned:best_config.json(full_model_sibling),gcn,True,0.08387167822214522,0.0,16,8,False,head,True,,
scaffold,gcn_no_3d_infonce_fp,tox21,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.7299,0.0074,0.7452,"[0.7336, 0.7291, 0.7359, 0.7175, 0.7333]",optuna_tuned:best_config.json(full_model_sibling),gcn,True,0.0035920163182908416,0.0,16,8,False,head,True,,
scaffold,gcn_no_3d_infonce_fp,toxcast,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.5883,0.0031,0.6069,"[0.5898, 0.5924, 0.5865, 0.5884, 0.5843]",optuna_tuned:best_config.json(full_model_sibling),gcn,True,0.18973332010466612,0.0,32,6,False,head,True,,
scaffold,gcn_no_codebook,bace,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.8351,0.0071,0.7342,"[0.8348, 0.8329, 0.8402, 0.8428, 0.8246]",optuna_tuned:best_config.json(full_model_sibling),gcn,False,0.0012722530021612413,0.05,0,0,True,head,True,,
scaffold,gcn_no_codebook,bbbp,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.6929,0.0026,0.9544,"[0.6912, 0.6909, 0.6951, 0.6962, 0.691]",optuna_tuned:best_config.json(full_model_sibling),gcn,False,0.0036055908285175485,0.05,0,0,True,head,True,,
scaffold,gcn_no_codebook,clintox,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.8894,0.0123,0.9872,"[0.9045, 0.8965, 0.8725, 0.8829, 0.8905]",optuna_tuned:best_config.json(full_model_sibling),gcn,False,0.08387167822214522,0.02,0,0,True,head,True,,
scaffold,gcn_no_codebook,hiv,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.7644,0.0125,0.8336,"[0.7469, 0.7677, 0.7567, 0.778, 0.7725]",optuna_tuned:best_config.json(full_model_sibling),gcn,False,0.0010271807131052074,0.1,0,0,True,head,True,,
scaffold,gcn_no_codebook,sider,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.6329,0.0176,0.6049,"[0.65, 0.6336, 0.6441, 0.6322, 0.6043]",optuna_tuned:best_config.json(full_model_sibling),gcn,False,0.08387167822214522,0.02,0,0,True,head,True,,
scaffold,gcn_no_codebook,tox21,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.7429,0.0049,0.7844,"[0.7397, 0.7446, 0.7505, 0.7417, 0.7382]",optuna_tuned:best_config.json(full_model_sibling),gcn,False,0.0035920163182908416,0.02,0,0,True,head,True,,
scaffold,gcn_no_codebook,toxcast,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.659,0.0032,0.6754,"[0.659, 0.6617, 0.6535, 0.661, 0.6596]",optuna_tuned:best_config.json(full_model_sibling),gcn,False,0.18973332010466612,0.1,0,0,True,head,True,,
scaffold,gcn_no_codebook_fp,bace,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.8021,0.0049,0.6603,"[0.7978, 0.802, 0.7969, 0.8058, 0.8082]",optuna_tuned:best_config.json(full_model_sibling),gcn,False,0.0012722530021612413,0.05,0,0,False,head,True,,
scaffold,gcn_no_codebook_fp,bbbp,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.6523,0.0112,0.9411,"[0.6455, 0.6466, 0.6715, 0.6531, 0.6448]",optuna_tuned:best_config.json(full_model_sibling),gcn,False,0.0036055908285175485,0.05,0,0,False,head,True,,
scaffold,gcn_no_codebook_fp,clintox,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.8774,0.0138,0.9842,"[0.8583, 0.8772, 0.8714, 0.8947, 0.8853]",optuna_tuned:best_config.json(full_model_sibling),gcn,False,0.08387167822214522,0.02,0,0,False,head,True,,
scaffold,gcn_no_codebook_fp,hiv,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.7313,0.0194,0.793,"[0.7328, 0.7318, 0.7501, 0.7427, 0.6993]",optuna_tuned:best_config.json(full_model_sibling),gcn,False,0.0010271807131052074,0.1,0,0,False,head,True,,
scaffold,gcn_no_codebook_fp,sider,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.6437,0.007,0.5542,"[0.6494, 0.6487, 0.6476, 0.6335, 0.6393]",optuna_tuned:best_config.json(full_model_sibling),gcn,False,0.08387167822214522,0.02,0,0,False,head,True,,
scaffold,gcn_no_codebook_fp,tox21,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.741,0.0026,0.7805,"[0.7448, 0.7388, 0.7408, 0.7384, 0.7424]",optuna_tuned:best_config.json(full_model_sibling),gcn,False,0.0035920163182908416,0.02,0,0,False,head,True,,
scaffold,gcn_no_codebook_fp,toxcast,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.6444,0.0026,0.6489,"[0.6455, 0.6445, 0.6436, 0.6477, 0.6407]",optuna_tuned:best_config.json(full_model_sibling),gcn,False,0.18973332010466612,0.1,0,0,False,head,True,,
scaffold,gcn_no_fp,bace,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.8022,0.0073,0.672,"[0.8069, 0.7917, 0.8053, 0.8094, 0.7976]",optuna_tuned:best_config.json(full_model_sibling),gcn,False,0.0012722530021612413,0.05,16,8,False,head,True,,
scaffold,gcn_no_fp,bbbp,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.647,0.0047,0.9288,"[0.6486, 0.6455, 0.6487, 0.6523, 0.6397]",optuna_tuned:best_config.json(full_model_sibling),gcn,False,0.0036055908285175485,0.05,16,3,False,head,True,,
scaffold,gcn_no_fp,clintox,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.8924,0.0179,0.988,"[0.8858, 0.8741, 0.8952, 0.9214, 0.8854]",optuna_tuned:best_config.json(full_model_sibling),gcn,False,0.08387167822214522,0.02,16,8,False,head,True,,
scaffold,gcn_no_fp,hiv,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.7564,0.0267,0.8002,"[0.718, 0.7657, 0.7704, 0.7862, 0.7417]",optuna_tuned:best_config.json(full_model_sibling),gcn,False,0.0010271807131052074,0.1,64,6,False,head,True,,
scaffold,gcn_no_fp,sider,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.6436,0.0066,0.5595,"[0.648, 0.6452, 0.6331, 0.6419, 0.6497]",optuna_tuned:best_config.json(full_model_sibling),gcn,False,0.08387167822214522,0.02,16,8,False,head,True,,
scaffold,gcn_no_fp,tox21,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.7392,0.0075,0.7686,"[0.7489, 0.7331, 0.7442, 0.7308, 0.7392]",optuna_tuned:best_config.json(full_model_sibling),gcn,False,0.0035920163182908416,0.02,16,8,False,head,True,,
scaffold,gcn_no_fp,toxcast,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.6125,0.0035,0.6358,"[0.6109, 0.6135, 0.608, 0.6174, 0.6128]",optuna_tuned:best_config.json(full_model_sibling),gcn,False,0.18973332010466612,0.1,32,6,False,head,True,,
scaffold,gcn_no_infonce,bace,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.8156,0.014,0.7335,"[0.8091, 0.8054, 0.8399, 0.8087, 0.8149]",optuna_tuned:best_config.json(full_model_sibling),gcn,False,0.0012722530021612413,0.0,16,8,True,head,True,,
scaffold,gcn_no_infonce,bbbp,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.709,0.0099,0.9562,"[0.7023, 0.7236, 0.7144, 0.7054, 0.6993]",optuna_tuned:best_config.json(full_model_sibling),gcn,False,0.0036055908285175485,0.0,16,3,True,head,True,,
scaffold,gcn_no_infonce,clintox,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.8814,0.0142,0.9835,"[0.878, 0.8851, 0.8605, 0.8999, 0.8835]",optuna_tuned:best_config.json(full_model_sibling),gcn,False,0.08387167822214522,0.0,16,8,True,head,True,,
scaffold,gcn_no_infonce,hiv,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.7673,0.006,0.8443,"[0.764, 0.7697, 0.7618, 0.7645, 0.7766]",optuna_tuned:best_config.json(full_model_sibling),gcn,False,0.0010271807131052074,0.0,64,6,True,head,True,,
scaffold,gcn_no_infonce,sider,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.6031,0.018,0.6144,"[0.6001, 0.591, 0.6299, 0.5838, 0.6104]",optuna_tuned:best_config.json(full_model_sibling),gcn,False,0.08387167822214522,0.0,16,8,True,head,True,,
scaffold,gcn_no_infonce,tox21,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.743,0.0041,0.778,"[0.7449, 0.7368, 0.7409, 0.7465, 0.7461]",optuna_tuned:best_config.json(full_model_sibling),gcn,False,0.0035920163182908416,0.0,16,8,True,head,True,,
scaffold,gcn_no_infonce,toxcast,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.622,0.0044,0.6607,"[0.6285, 0.6192, 0.6179, 0.6197, 0.6245]",optuna_tuned:best_config.json(full_model_sibling),gcn,False,0.18973332010466612,0.0,32,6,True,head,True,,
