split_protocol,ablation,dataset,task_type,metric_name,n_seeds,seeds,mean_test_metric,std_test_metric,mean_best_val_metric,per_seed_metrics,config_source,zero_phys_branch,distill_weight,cross_distill_weight,ih_rank,ih_num_prototypes,use_fingerprint,fp_stage,ih_block_proj,mean_test_mae,mean_test_r2
scaffold,a1_no_phys,tox21,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.7354,0.0059,0.7536,"[0.7361, 0.7372, 0.727, 0.7434, 0.7335]",optuna_tuned,False,,,,,False,,False,,
scaffold,a1_no_phys,toxcast,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.6442,0.0048,0.6729,"[0.6525, 0.6406, 0.6429, 0.6441, 0.6411]",optuna_tuned,False,,,,,False,,False,,
scaffold,a24_no_infonce_codebook,bace,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.8491,0.015,0.7139,"[0.8562, 0.8562, 0.8556, 0.8223, 0.8551]",optuna_tuned,False,,,,,False,,False,,
scaffold,a24_no_infonce_codebook,bbbp,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.665,0.027,0.9597,"[0.6529, 0.6492, 0.649, 0.7125, 0.6612]",optuna_tuned,False,,,,,False,,False,,
scaffold,a24_no_infonce_codebook,clintox,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.8482,0.0476,0.987,"[0.8863, 0.8809, 0.8748, 0.7763, 0.8226]",optuna_tuned,False,,,,,False,,False,,
scaffold,a24_no_infonce_codebook,hiv,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.766,0.0186,0.8183,"[0.7458, 0.7961, 0.7582, 0.7633, 0.7666]",optuna_tuned,False,,,,,False,,False,,
scaffold,a24_no_infonce_codebook,sider,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.6177,0.0076,0.6166,"[0.6126, 0.6227, 0.6238, 0.6225, 0.6067]",optuna_tuned,False,,,,,False,,False,,
scaffold,a24_no_infonce_codebook,tox21,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.7426,0.0041,0.7727,"[0.7422, 0.74, 0.7492, 0.7386, 0.743]",optuna_tuned,False,,,,,False,,False,,
scaffold,a24_no_infonce_codebook,toxcast,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.6521,0.0026,0.6686,"[0.6503, 0.6537, 0.6494, 0.6556, 0.6514]",optuna_tuned,False,,,,,False,,False,,
scaffold,a2_no_infonce,bace,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.8425,0.0152,0.7081,"[0.8395, 0.8683, 0.8308, 0.8424, 0.8317]",optuna_tuned,False,,,,,False,,False,,
scaffold,a2_no_infonce,bbbp,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.6628,0.0149,0.9634,"[0.6467, 0.6825, 0.6726, 0.6615, 0.6509]",optuna_tuned,False,,,,,False,,False,,
scaffold,a2_no_infonce,clintox,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.8932,0.0178,0.9862,"[0.9174, 0.8987, 0.8678, 0.8893, 0.8926]",optuna_tuned,False,,,,,False,,False,,
scaffold,a2_no_infonce,hiv,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.768,0.006,0.8301,"[0.7658, 0.7763, 0.7701, 0.7598, 0.7679]",optuna_tuned,False,,,,,False,,False,,
scaffold,a2_no_infonce,sider,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.6345,0.0087,0.6078,"[0.6388, 0.6218, 0.6441, 0.6376, 0.6302]",optuna_tuned,False,,,,,False,,False,,
scaffold,a2_no_infonce,tox21,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.7548,0.0051,0.7869,"[0.746, 0.7584, 0.7558, 0.758, 0.7558]",optuna_tuned,False,,,,,False,,False,,
scaffold,a2_no_infonce,toxcast,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.6619,0.0065,0.6865,"[0.6696, 0.655, 0.6661, 0.6554, 0.6632]",optuna_tuned,False,,,,,False,,False,,
scaffold,a4_no_codebook,bace,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.8488,0.0137,0.7062,"[0.8495, 0.8594, 0.8344, 0.8357, 0.8649]",optuna_tuned,False,,,,,False,,False,,
scaffold,a4_no_codebook,bbbp,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.6628,0.0178,0.9608,"[0.6632, 0.6474, 0.6923, 0.6602, 0.6507]",optuna_tuned,False,,,,,False,,False,,
scaffold,a4_no_codebook,clintox,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.8757,0.0086,0.9829,"[0.8753, 0.88, 0.8609, 0.8824, 0.8797]",optuna_tuned,False,,,,,False,,False,,
scaffold,a4_no_codebook,hiv,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.7548,0.0127,0.8255,"[0.7592, 0.7747, 0.7424, 0.7472, 0.7504]",optuna_tuned,False,,,,,False,,False,,
scaffold,a4_no_codebook,sider,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.6256,0.0158,0.618,"[0.6482, 0.6235, 0.6144, 0.6336, 0.6085]",optuna_tuned,False,,,,,False,,False,,
scaffold,a4_no_codebook,tox21,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.7399,0.0049,0.7764,"[0.7316, 0.741, 0.7404, 0.7448, 0.7416]",optuna_tuned,False,,,,,False,,False,,
scaffold,a4_no_codebook,toxcast,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.6528,0.0071,0.67,"[0.6457, 0.6573, 0.6525, 0.6622, 0.6464]",optuna_tuned,False,,,,,False,,False,,
scaffold,a8_no_fp,bace,classification,roc_auc,1,[42],0.854,0.0,0.7413,[0.854],optuna_tuned,False,,,,,False,,False,,
scaffold,a8_no_fp,sider,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.64,0.0106,0.6188,"[0.6414, 0.6467, 0.6264, 0.6528, 0.6326]",optuna_tuned,False,,,,,False,,False,,
scaffold,full_model,bace,classification,roc_auc,15,"[0, 1, 2, 3, 42, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",0.8481,0.0177,0.7014,"[0.8457, 0.8312, 0.8578, 0.8375, 0.8192, 0.8495, 0.8694, 0.8634, 0.8607, 0.8518, 0.8178, 0.848, 0.837, 0.8819, 0.8502]",optuna_tuned,False,,,,,False,,False,,
scaffold,full_model,bbbp,classification,roc_auc,15,"[0, 1, 2, 3, 42, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",0.67,0.0197,0.9592,"[0.6531, 0.6739, 0.671, 0.6792, 0.678, 0.6897, 0.6811, 0.7063, 0.6419, 0.6648, 0.6374, 0.6545, 0.6812, 0.6902, 0.6481]",optuna_tuned,False,,,,,False,,False,,
scaffold,full_model,clintox,classification,roc_auc,15,"[0, 1, 2, 3, 42, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",0.8851,0.0187,0.9866,"[0.8795, 0.9064, 0.9075, 0.8415, 0.876, 0.9006, 0.8953, 0.8956, 0.8883, 0.8614, 0.8782, 0.9031, 0.8646, 0.8828, 0.8949]",optuna_tuned,False,,,,,False,,False,,
scaffold,full_model,hiv,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.7548,0.028,0.819,"[0.705, 0.7653, 0.7636, 0.7726, 0.7675]",optuna_tuned,False,,,,,False,,False,,
scaffold,full_model,sider,classification,roc_auc,15,"[0, 1, 2, 3, 42, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",0.6297,0.016,0.6181,"[0.6434, 0.6415, 0.6602, 0.6262, 0.6024, 0.6376, 0.6224, 0.6461, 0.6109, 0.6347, 0.6177, 0.6416, 0.6328, 0.6167, 0.6109]",optuna_tuned,False,,,,,False,,False,,
scaffold,full_model,tox21,classification,roc_auc,15,"[0, 1, 2, 3, 42, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",0.7523,0.0032,0.7914,"[0.749, 0.7522, 0.7486, 0.7565, 0.754, 0.7511, 0.757, 0.7472, 0.756, 0.7547, 0.7481, 0.7536, 0.7507, 0.7543, 0.7523]",optuna_tuned,False,,,,,False,,False,,
scaffold,full_model,toxcast,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.6589,0.0033,0.6823,"[0.6582, 0.6579, 0.66, 0.6548, 0.6637]",optuna_tuned,False,,,,,False,,False,,
scaffold,full_model_fp,bace,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.8507,0.0062,0.7391,"[0.8424, 0.8518, 0.8482, 0.8513, 0.8596]",optuna_tuned,False,,,,,False,,False,,
scaffold,full_model_fp,bbbp,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.7253,0.0151,0.9601,"[0.7277, 0.7444, 0.7168, 0.7327, 0.7049]",optuna_tuned,False,,,,,False,,False,,
scaffold,full_model_fp,clintox,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.8546,0.0138,0.9811,"[0.838, 0.8636, 0.8539, 0.845, 0.8723]",optuna_tuned,False,,,,,False,,False,,
scaffold,full_model_fp,sider,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.6286,0.0175,0.6006,"[0.6066, 0.6493, 0.6334, 0.6388, 0.615]",optuna_tuned,False,,,,,False,,False,,
scaffold,full_model_fp,tox21,classification,roc_auc,5,"[0, 1, 2, 3, 42]",0.7612,0.0068,0.7921,"[0.7561, 0.7603, 0.7602, 0.7566, 0.7728]",optuna_tuned,False,,,,,False,,False,,
